user_id,destination,length,veh_id,price,weather_id,color
USR0068534,"106.743988, 10.780090",496 km,BIKE_33874,29.0,1183,Black
USR0126677,"105.709810, 21.019055",96 km,BIKE_02310,22.0,1180,Unknown
USR0099191,"105.758331, 21.136448",324 km,BIKE_19245,22.0,1087,White
USR0179704,"105.763652, 21.038644",84 km,BIKE_30003,37.0,1249,Gold
USR0096971,"106.753498, 10.735346",223 km,BIKE_03645,23.0,1213,Black
USR0041412,"106.604099, 10.790094",398 km,BIKE_31445,11.0,1069,Black
USR0057120,"105.809356, 21.093369",473 km,BIKE_34875,26.0,1192,Black
USR0143287,"106.632485, 10.763287",402 km,BIKE_26592,23.0,1147,Grey
USR0172319,"106.669936, 10.752565",321 km,BIKE_25276,29.0,1168,Grey
USR0151075,"106.702409, 10.873505",351 km,BIKE_07685,48.0,1009,Black
USR0163843,"105.718691, 21.100654",63 km,BIKE_08223,19.0,1225,Grey
USR0108719,"106.792909, 10.779845",283 km,BIKE_28606,29.0,1273,Black
USR0080032,"105.762127, 21.076374",499 km,BIKE_12335,28.0,1219,Unknown
USR0146265,"106.686223, 10.838402",168 km,BIKE_24737,30.0,1261,Black
USR0011131,"106.694236, 10.879292",368 km,BIKE_37400,19.0,1147,Orange
USR0142372,"106.741440, 10.743447",15 km,BIKE_02733,10.0,1069,White
USR0158367,"105.874588, 21.116304",338 km,BIKE_16190,45.0,1279,Silver
USR0020521,"105.729455, 21.011459",328 km,BIKE_06777,34.0,1147,White
USR0013181,"106.746118, 10.833588",393 km,BIKE_36999,25.0,1240,Red
USR0157027,"105.818465, 20.994658",152 km,BIKE_16942,25.0,1135,Black
USR0028766,"105.815085, 21.011958",277 km,BIKE_31456,9.0,1189,Silver
USR0103778,"105.769794, 21.126585",326 km,BIKE_05716,30.0,1087,White
USR0114799,"106.651363, 10.862684",158 km,BIKE_22618,9.0,1216,White
USR0000254,"106.722346, 10.796915",162 km,BIKE_20294,26.0,1147,Black
USR0144527,"105.832926, 21.056073",18 km,BIKE_33494,47.0,1273,Grey
USR0036357,"105.702406, 21.152575",357 km,BIKE_11510,20.0,1153,White
USR0013225,"105.802961, 21.109154",318 km,BIKE_36706,44.0,1237,Beige
USR0082985,"105.721195, 20.966609",144 km,BIKE_27071,32.0,1147,White
USR0144527,"105.722867, 21.120857",48 km,BIKE_05226,9.0,1009,Black
USR0159172,"106.797220, 10.848354",354 km,BIKE_13808,26.0,1210,Orange
USR0148639,"106.619992, 10.820692",47 km,BIKE_25260,8.0,1252,Blue
USR0094262,"106.626794, 10.702879",495 km,BIKE_33968,59.0,1204,Black
USR0051167,"106.772712, 10.771049",442 km,BIKE_35466,29.0,1030,Red
USR0027524,"105.758229, 20.990999",437 km,BIKE_23607,28.0,1135,Unknown
USR0053467,"105.848407, 20.907471",94 km,BIKE_33513,18.0,1135,Red
USR0174927,"106.644337, 10.778910",349 km,BIKE_28973,11.0,1147,Orange
USR0090425,"105.884397, 21.091515",172 km,BIKE_37552,28.0,1195,Black
USR0134527,"106.759605, 10.887863",227 km,BIKE_22702,25.0,1276,White
USR0146265,"106.688515, 10.786273",309 km,BIKE_38409,35.0,1135,Grey
USR0157099,"105.875541, 21.168539",317 km,BIKE_21088,38.0,1279,White
USR0074004,"105.890204, 21.194589",157 km,BIKE_32068,40.0,1210,Red
USR0165422,"106.780930, 10.883183",230 km,BIKE_32988,10.0,1273,Red
USR0063116,"106.651549, 10.850455",236 km,BIKE_21122,24.0,1003,Blue
USR0169376,"105.866415, 21.143616",184 km,BIKE_01219,28.0,1213,Black
USR0061751,"106.774361, 10.841626",445 km,BIKE_09975,59.0,1246,Black
USR0040720,"106.766062, 10.764872",195 km,BIKE_29479,36.0,1273,Black
USR0172042,"105.707175, 21.138806",111 km,BIKE_22805,18.0,1180,Grey
USR0171461,"106.771442, 10.744477",226 km,BIKE_29254,32.0,1204,Bronze
USR0006194,"105.850928, 21.026775",332 km,BIKE_20257,19.0,1153,White
USR0029483,"106.748140, 10.798866",46 km,BIKE_13542,25.0,1237,White
USR0060882,"106.787762, 10.707116",465 km,BIKE_30070,23.0,1192,Black
USR0181634,"106.778295, 10.772272",309 km,BIKE_07568,44.0,1030,Unknown
USR0064220,"106.762769, 10.786640",434 km,BIKE_01117,24.0,1000,Black
USR0139477,"105.758712, 21.121979",466 km,BIKE_30164,18.0,1009,White
USR0183678,"106.615473, 10.878799",223 km,BIKE_29958,8.0,1063,Red
USR0031523,"106.626421, 10.760071",259 km,BIKE_01260,35.0,1249,Blue
USR0054007,"106.672455, 10.828304",313 km,BIKE_07091,12.0,1072,White
USR0150297,"106.700938, 10.797685",190 km,BIKE_04937,21.0,1180,Unknown
USR0051167,"105.859325, 21.000863",425 km,BIKE_27913,17.0,1261,Green
USR0006253,"105.759593, 21.177677",123 km,BIKE_21989,24.0,1264,Silver
USR0187072,"106.670047, 10.706956",312 km,BIKE_04500,11.0,1240,White
USR0082560,"105.731932, 20.912585",470 km,BIKE_27930,26.0,1168,White
USR0158262,"106.686828, 10.783430",103 km,BIKE_22172,47.0,1153,White
USR0122036,"105.803122, 21.048721",105 km,BIKE_35948,32.0,1171,Green
USR0069782,"106.670018, 10.776701",391 km,BIKE_05528,12.0,1273,Black
USR0133329,"106.777684, 10.781056",372 km,BIKE_07643,11.0,1069,Beige
USR0011923,"106.612148, 10.808104",395 km,BIKE_30713,11.0,1006,White
USR0153262,"105.788296, 20.990816",165 km,BIKE_24103,21.0,1240,Unknown
USR0045174,"106.613471, 10.773655",96 km,BIKE_07204,23.0,1261,White
USR0072355,"106.715161, 10.826508",34 km,BIKE_28339,20.0,1273,White
USR0095634,"106.764989, 10.776907",28 km,BIKE_31011,35.0,1201,White
USR0126956,"105.747310, 21.040264",308 km,BIKE_34456,24.0,1252,Blue
USR0065017,"105.774574, 21.110590",423 km,BIKE_18969,18.0,1237,Grey
USR0159517,"105.877747, 20.947624",52 km,BIKE_02467,25.0,1186,Red
USR0132042,"105.769600, 21.181118",474 km,BIKE_15902,23.0,1069,Black
USR0142909,"105.852800, 21.060788",314 km,BIKE_19855,16.0,1261,White
USR0001556,"106.661149, 10.896922",484 km,BIKE_20484,22.0,1180,Grey
USR0118367,"105.867891, 21.010051",216 km,BIKE_05764,18.0,1279,Black
USR0047046,"106.658022, 10.823133",35 km,BIKE_24172,26.0,1237,Black
USR0070316,"105.846897, 21.082009",157 km,BIKE_22739,18.0,1135,White
USR0049870,"106.624567, 10.832187",225 km,BIKE_02008,56.0,1069,Black
USR0107797,"106.621938, 10.715465",155 km,BIKE_29895,24.0,1246,Red
USR0040720,"106.756098, 10.764787",459 km,BIKE_18462,28.0,1252,White
USR0108609,"105.872656, 20.995488",243 km,BIKE_34424,11.0,1276,White
USR0112062,"106.797229, 10.720786",412 km,BIKE_29854,23.0,1261,Unknown
USR0167271,"106.656135, 10.770524",167 km,BIKE_15747,29.0,1147,White
USR0109959,"106.609337, 10.826874",87 km,BIKE_37193,22.0,1153,Green
USR0088167,"106.775543, 10.798129",112 km,BIKE_35614,31.0,1219,Orange
USR0063336,"106.679201, 10.888426",258 km,BIKE_16329,20.0,1135,Grey
USR0199859,"105.866844, 21.061173",404 km,BIKE_18092,25.0,1147,White
USR0049473,"106.688610, 10.834969",176 km,BIKE_07530,27.0,1192,Orange
USR0076335,"106.622689, 10.808823",243 km,BIKE_30650,38.0,1210,Black
USR0122842,"105.886155, 21.000407",320 km,BIKE_11444,27.0,1246,Silver
USR0106516,"105.804629, 21.199278",426 km,BIKE_03528,20.0,1237,Silver
USR0005435,"105.810112, 21.129750",258 km,BIKE_33512,30.0,1168,Black
USR0077529,"105.836575, 21.140818",294 km,BIKE_27106,20.0,1219,Black
USR0176239,"105.818825, 21.179555",204 km,BIKE_14623,33.0,1186,White
USR0010554,"106.651338, 10.792822",135 km,BIKE_22938,21.0,1216,Green
USR0194437,"106.705642, 10.871724",158 km,BIKE_03645,23.0,1003,Black
USR0018150,"106.621637, 10.826803",246 km,BIKE_31963,27.0,1009,Green
USR0178323,"105.832845, 21.196047",123 km,BIKE_31490,21.0,1210,Black
USR0128353,"106.615949, 10.844307",233 km,BIKE_01465,51.0,1003,Red
USR0009136,"105.747970, 21.108331",495 km,BIKE_26513,45.0,1192,Red
USR0038066,"106.755973, 10.729080",289 km,BIKE_03931,12.0,1195,Grey
USR0155416,"106.687355, 10.783096",406 km,BIKE_25804,62.0,1189,Red
USR0097914,"106.674697, 10.888175",361 km,BIKE_05673,20.0,1186,Black
USR0158824,"105.805080, 21.178034",90 km,BIKE_05457,20.0,1198,Grey
USR0161039,"105.771997, 20.950702",464 km,BIKE_12315,43.0,1219,Red
USR0072487,"105.721499, 21.046885",56 km,BIKE_30924,21.0,1264,White
USR0049725,"105.778479, 21.000456",439 km,BIKE_35320,36.0,1243,Black
USR0017012,"105.806453, 21.043010",301 km,BIKE_34147,10.0,1072,Black
USR0148342,"106.651615, 10.727585",120 km,BIKE_17644,23.0,1276,Red
USR0127752,"106.795256, 10.870301",333 km,BIKE_35410,31.0,1171,Red
USR0035422,"105.838455, 21.023689",466 km,BIKE_09237,48.0,1210,Black
USR0044371,"105.795807, 20.922224",121 km,BIKE_13077,30.0,1216,Black
USR0136687,"105.751833, 20.904801",139 km,BIKE_10580,31.0,1237,Grey
USR0095634,"105.875190, 20.990587",87 km,BIKE_17287,23.0,1273,Silver
USR0106150,"105.860675, 20.995261",358 km,BIKE_28999,30.0,1252,White
USR0137869,"105.842489, 20.975929",460 km,BIKE_05525,18.0,1252,Silver
USR0185618,"105.875338, 21.036951",162 km,BIKE_34352,23.0,1252,Black
USR0079287,"105.830828, 21.035168",326 km,BIKE_08357,11.0,1246,Blue
USR0163641,"106.784516, 10.834514",285 km,BIKE_35606,33.0,1171,Red
USR0187189,"106.708083, 10.859273",306 km,BIKE_32685,10.0,1207,Black
USR0123105,"105.719329, 21.162609",48 km,BIKE_33581,33.0,1147,Black
USR0111045,"106.757135, 10.720553",339 km,BIKE_07643,11.0,1009,Beige
USR0149599,"106.674536, 10.882811",27 km,BIKE_21579,34.0,1087,White
USR0187299,"106.637840, 10.790745",278 km,BIKE_06311,10.0,1213,Red
USR0038610,"105.707510, 20.910041",301 km,BIKE_08450,23.0,1135,Red
USR0146265,"106.787982, 10.804772",397 km,BIKE_27232,9.0,1261,Grey
USR0030833,"106.670164, 10.709301",306 km,BIKE_24221,23.0,1264,Grey
USR0068498,"105.778642, 21.110452",109 km,BIKE_22655,30.0,1222,Green
USR0000238,"106.795902, 10.870765",93 km,BIKE_36938,39.0,1273,Grey
USR0125485,"106.687368, 10.727981",434 km,BIKE_20873,19.0,1240,Blue
USR0122061,"105.838621, 21.071224",313 km,BIKE_36982,27.0,1276,Grey
USR0095189,"105.756675, 21.162023",493 km,BIKE_37577,9.0,1207,Green
USR0130607,"105.843609, 21.131644",213 km,BIKE_01697,20.0,1168,Black
USR0133479,"106.786721, 10.728729",429 km,BIKE_27524,21.0,1189,Black
USR0157313,"106.771401, 10.756070",281 km,BIKE_15980,29.0,1216,Black
USR0001383,"105.894908, 21.069874",50 km,BIKE_35322,20.0,1066,Black
USR0145411,"106.723339, 10.731794",340 km,BIKE_36737,43.0,1264,Blue
USR0183500,"105.702580, 21.017614",319 km,BIKE_34463,9.0,1216,Grey
USR0005075,"106.705794, 10.799366",174 km,BIKE_17797,20.0,1201,Grey
USR0007190,"105.786774, 21.174615",235 km,BIKE_29954,38.0,1246,Blue
USR0110516,"105.794186, 21.165686",271 km,BIKE_04325,24.0,1000,Red
USR0036578,"106.751676, 10.893427",310 km,BIKE_15694,28.0,1189,Black
USR0059225,"105.843302, 20.915034",321 km,BIKE_08975,38.0,1243,Blue
USR0120926,"105.729784, 20.992098",245 km,BIKE_17128,36.0,1072,Red
USR0104225,"106.745053, 10.833333",335 km,BIKE_36717,9.0,1210,Black
USR0094423,"105.730213, 21.141248",246 km,BIKE_01305,12.0,1279,Grey
USR0198325,"106.734817, 10.761761",421 km,BIKE_30656,26.0,1237,Silver
USR0143145,"106.688990, 10.870465",374 km,BIKE_19857,28.0,1000,White
USR0066533,"106.605316, 10.859646",245 km,BIKE_26652,36.0,1249,Black
USR0058760,"105.730002, 21.151930",414 km,BIKE_23601,10.0,1240,Blue
USR0008149,"106.672541, 10.804065",106 km,BIKE_37416,8.0,1249,White
USR0122160,"106.608980, 10.701350",86 km,BIKE_24205,8.0,1210,Grey
USR0080435,"105.787565, 21.083890",304 km,BIKE_22059,24.0,1204,Red
USR0165422,"105.886629, 21.021832",432 km,BIKE_06328,20.0,1072,Silver
USR0155416,"106.678806, 10.734246",236 km,BIKE_23676,28.0,1087,Gold
USR0152271,"106.713399, 10.875210",199 km,BIKE_03732,23.0,1264,Green
USR0041367,"106.786989, 10.820500",149 km,BIKE_35332,29.0,1264,Black
USR0044930,"105.860231, 21.085833",251 km,BIKE_24606,23.0,1225,Orange
USR0069782,"106.773121, 10.715031",38 km,BIKE_20007,27.0,1210,Black
USR0174801,"106.705075, 10.794058",173 km,BIKE_19753,19.0,1240,Grey
USR0053704,"106.679950, 10.899696",309 km,BIKE_25565,31.0,1153,Beige
USR0060317,"106.777703, 10.847637",430 km,BIKE_20199,30.0,1279,Unknown
USR0105789,"105.738703, 20.957708",120 km,BIKE_37342,43.0,1186,Blue
USR0047757,"105.865166, 21.149955",223 km,BIKE_30414,19.0,1222,Black
USR0061082,"105.871490, 21.005179",263 km,BIKE_06048,31.0,1192,Red
USR0156912,"106.743510, 10.747800",443 km,BIKE_17340,46.0,1069,White
USR0130388,"105.747134, 21.173735",156 km,BIKE_11717,12.0,1192,Grey
USR0189031,"105.753367, 20.978225",278 km,BIKE_04061,24.0,1168,Black
USR0051167,"105.721636, 21.188877",201 km,BIKE_32487,35.0,1192,White
USR0089496,"106.600674, 10.800448",203 km,BIKE_29691,25.0,1003,White
USR0143287,"105.839233, 21.009104",212 km,BIKE_07096,40.0,1180,White
USR0069414,"105.726079, 21.167585",111 km,BIKE_25871,27.0,1189,Red
USR0195407,"106.755563, 10.763096",400 km,BIKE_13643,32.0,1246,Black
USR0132540,"105.745888, 20.963318",37 km,BIKE_05824,22.0,1153,White
USR0104702,"105.802981, 21.016100",196 km,BIKE_04047,55.0,1135,Black
USR0012728,"106.755305, 10.706370",494 km,BIKE_15181,23.0,1279,Black
USR0181993,"105.751971, 21.090251",335 km,BIKE_22825,30.0,1252,Silver
USR0189569,"106.710412, 10.804798",396 km,BIKE_35351,20.0,1066,Blue
USR0158468,"105.701293, 20.925582",128 km,BIKE_13983,30.0,1243,Black
USR0044930,"106.685074, 10.830604",198 km,BIKE_09298,40.0,1216,Orange
USR0001624,"106.620542, 10.804286",164 km,BIKE_29529,24.0,1237,White
USR0167626,"105.833106, 20.955642",177 km,BIKE_13082,12.0,1216,Black
USR0125021,"106.685451, 10.731494",235 km,BIKE_07451,20.0,1183,Black
USR0181436,"106.682673, 10.891200",374 km,BIKE_33854,28.0,1153,White
USR0030772,"105.867778, 21.013020",69 km,BIKE_30247,29.0,1066,White
USR0178250,"106.742862, 10.848593",260 km,BIKE_17980,26.0,1276,Red
USR0148049,"106.797694, 10.730940",227 km,BIKE_10999,10.0,1009,Black
USR0066533,"105.726019, 21.019573",411 km,BIKE_26052,28.0,1273,Blue
USR0129564,"105.771214, 20.985549",58 km,BIKE_24025,26.0,1147,Green
USR0198423,"105.841770, 21.166820",197 km,BIKE_24632,28.0,1240,Red
USR0008825,"106.745007, 10.768329",347 km,BIKE_29060,22.0,1171,Blue
USR0027702,"106.771913, 10.860482",91 km,BIKE_19147,49.0,1213,Silver
USR0192849,"106.677878, 10.803367",299 km,BIKE_27950,26.0,1237,Grey
USR0001764,"105.827991, 21.105244",264 km,BIKE_14470,19.0,1213,Grey
USR0183481,"105.829344, 21.190043",355 km,BIKE_22657,31.0,1252,Unknown
USR0127249,"105.744850, 21.199507",135 km,BIKE_15885,10.0,1189,Black
USR0093111,"106.653925, 10.896915",61 km,BIKE_26344,12.0,1273,Unknown
USR0097105,"105.779355, 21.176824",386 km,BIKE_13205,18.0,1000,White
USR0034070,"106.744786, 10.866856",149 km,BIKE_04577,28.0,1246,White
USR0133603,"106.780026, 10.722471",176 km,BIKE_30975,22.0,1240,Unknown
USR0194437,"105.863549, 21.092815",58 km,BIKE_04401,31.0,1030,Silver
USR0189031,"105.891270, 21.088176",50 km,BIKE_37371,21.0,1168,Black
USR0126216,"105.755509, 20.926490",217 km,BIKE_03690,43.0,1000,Unknown
USR0158065,"105.729423, 20.926546",459 km,BIKE_08969,25.0,1210,Black
USR0058719,"105.842392, 20.926002",194 km,BIKE_13534,10.0,1171,Orange
USR0143847,"106.759295, 10.786865",167 km,BIKE_17271,11.0,1000,White
USR0188358,"106.668443, 10.829957",45 km,BIKE_04121,22.0,1276,Grey
USR0059688,"105.721432, 20.923947",207 km,BIKE_01406,25.0,1171,Blue
USR0083548,"106.631321, 10.850915",234 km,BIKE_34601,33.0,1168,Black
USR0008149,"106.756965, 10.841214",158 km,BIKE_09008,73.0,1006,Grey
USR0111428,"106.656769, 10.751191",500 km,BIKE_33690,40.0,1279,Black
USR0165716,"106.766179, 10.705999",410 km,BIKE_36604,26.0,1246,Black
USR0042732,"105.773851, 21.081137",46 km,BIKE_25296,45.0,1204,White
USR0085314,"106.683613, 10.700730",256 km,BIKE_07945,10.0,1252,Silver
USR0057906,"106.759265, 10.827885",342 km,BIKE_19509,41.0,1198,Black
USR0135799,"105.802459, 21.102809",63 km,BIKE_02133,9.0,1222,Unknown
USR0127767,"105.828283, 21.149262",32 km,BIKE_24116,18.0,1150,Green
USR0187227,"106.777964, 10.732461",499 km,BIKE_09132,26.0,1279,Red
USR0064220,"105.786428, 21.189158",43 km,BIKE_14268,26.0,1171,White
USR0136179,"106.764129, 10.809538",212 km,BIKE_08034,10.0,1171,Unknown
USR0134342,"106.762802, 10.773877",267 km,BIKE_31611,16.0,1219,Black
USR0083436,"105.769068, 21.100505",156 km,BIKE_02602,26.0,1009,Red
USR0068015,"106.707331, 10.768345",251 km,BIKE_09038,22.0,1183,White
USR0061165,"105.818953, 21.024229",30 km,BIKE_13792,29.0,1198,Black
USR0107138,"106.607537, 10.725168",342 km,BIKE_02923,44.0,1207,Blue
USR0152635,"105.790293, 21.063289",297 km,BIKE_00621,9.0,1249,Black
USR0081467,"106.794459, 10.808521",465 km,BIKE_27743,19.0,1072,Grey
USR0130105,"105.879006, 20.946314",413 km,BIKE_12250,12.0,1189,Black
USR0091714,"106.703138, 10.888452",23 km,BIKE_02116,22.0,1225,Unknown
USR0118278,"105.780642, 21.179342",127 km,BIKE_00512,12.0,1180,White
USR0099247,"106.671384, 10.733233",162 km,BIKE_25065,29.0,1003,Black
USR0140344,"106.788318, 10.791119",111 km,BIKE_25057,38.0,1000,Brown
USR0195737,"105.883989, 20.953696",32 km,BIKE_33433,22.0,1222,Black
USR0116460,"106.694240, 10.773715",217 km,BIKE_26227,9.0,1264,Orange
USR0048396,"105.889499, 21.054941",240 km,BIKE_05687,9.0,1210,White
USR0150120,"105.760413, 20.928515",105 km,BIKE_19955,28.0,1087,Black
USR0066729,"105.849511, 21.159887",138 km,BIKE_15045,21.0,1003,White
USR0139975,"105.729484, 21.155878",331 km,BIKE_36521,11.0,1240,Black
USR0152871,"105.850620, 21.097931",138 km,BIKE_35277,25.0,1264,Black
USR0085173,"106.779784, 10.701876",495 km,BIKE_36597,12.0,1030,Orange
USR0124524,"106.689885, 10.873173",113 km,BIKE_19549,34.0,1147,Black
USR0004656,"105.740595, 21.098323",435 km,BIKE_22836,22.0,1243,Red
USR0079498,"105.796040, 21.065709",244 km,BIKE_05484,26.0,1261,Grey
USR0048822,"105.782424, 20.955766",47 km,BIKE_16699,21.0,1147,Black
USR0090135,"106.728789, 10.728221",328 km,BIKE_02081,31.0,1030,Unknown
USR0138161,"106.666797, 10.872275",440 km,BIKE_02900,19.0,1222,Grey
USR0029593,"105.807034, 21.161172",228 km,BIKE_15297,9.0,1198,Black
USR0040720,"105.739887, 21.118477",406 km,BIKE_04680,21.0,1195,White
USR0146265,"106.745777, 10.897987",447 km,BIKE_06835,20.0,1186,Green
USR0047046,"105.724365, 21.087092",28 km,BIKE_34683,24.0,1063,Blue
USR0023243,"105.747172, 21.175229",188 km,BIKE_16721,51.0,1147,Blue
USR0031947,"106.687766, 10.752851",412 km,BIKE_31916,10.0,1006,Black
USR0170766,"105.820997, 21.164182",397 km,BIKE_21679,9.0,1240,White
USR0114588,"105.883666, 20.965971",433 km,BIKE_31637,20.0,1183,Red
USR0158468,"106.625807, 10.788098",372 km,BIKE_18893,22.0,1009,Red
USR0136454,"106.795974, 10.847428",354 km,BIKE_15331,24.0,1135,Unknown
USR0009277,"105.806418, 21.006890",403 km,BIKE_15933,24.0,1186,White
USR0184795,"105.891727, 20.978979",29 km,BIKE_02678,24.0,1216,White
USR0162963,"105.839390, 21.178707",25 km,BIKE_24774,9.0,1264,Grey
USR0131736,"106.719922, 10.861970",166 km,BIKE_12774,23.0,1186,White
USR0059100,"105.702500, 21.080192",316 km,BIKE_15672,11.0,1087,Blue
USR0044268,"106.660111, 10.870169",186 km,BIKE_17816,26.0,1192,Unknown
USR0011502,"106.798116, 10.700209",335 km,BIKE_30057,29.0,1135,Blue
USR0061457,"106.799202, 10.834561",384 km,BIKE_18349,21.0,1243,White
USR0018033,"106.672441, 10.852170",14 km,BIKE_34247,30.0,1204,Unknown
USR0099551,"106.794707, 10.897685",332 km,BIKE_05352,29.0,1189,Black
USR0090425,"106.633648, 10.882294",268 km,BIKE_21857,23.0,1198,Blue
USR0067678,"106.749039, 10.765411",351 km,BIKE_22138,10.0,1222,White
USR0027702,"105.709030, 21.137031",183 km,BIKE_26590,43.0,1225,Black
USR0189914,"106.637835, 10.837248",359 km,BIKE_25838,17.0,1066,Blue
USR0183962,"105.709122, 21.156187",392 km,BIKE_22570,26.0,1276,Red
USR0122148,"105.707551, 20.957936",434 km,BIKE_14631,36.0,1279,Blue
USR0106516,"105.789943, 20.982653",177 km,BIKE_31952,20.0,1087,Blue
USR0135971,"105.736174, 21.136307",481 km,BIKE_03761,21.0,1240,Black
USR0060882,"105.803789, 21.103406",365 km,BIKE_09842,19.0,1213,White
USR0042196,"105.883790, 21.162125",34 km,BIKE_06934,25.0,1171,White
USR0172784,"106.660320, 10.762944",274 km,BIKE_33220,9.0,1171,Black
USR0067963,"106.710633, 10.744713",320 km,BIKE_07411,27.0,1069,Black
USR0095869,"105.881419, 20.941475",249 km,BIKE_27288,18.0,1003,Green
USR0184259,"105.722182, 21.105249",487 km,BIKE_28603,41.0,1072,Red
USR0118018,"106.711215, 10.758174",427 km,BIKE_31520,21.0,1246,Red
USR0157881,"106.762650, 10.848574",60 km,BIKE_37618,47.0,1195,Unknown
USR0184639,"105.838001, 21.050494",445 km,BIKE_25485,21.0,1168,Black
USR0159517,"105.702690, 20.911471",27 km,BIKE_32988,10.0,1279,Red
USR0098156,"106.693012, 10.745203",449 km,BIKE_26187,19.0,1069,Silver
USR0017000,"106.736128, 10.846950",106 km,BIKE_32422,26.0,1150,Black
USR0150094,"106.614319, 10.881642",285 km,BIKE_16765,22.0,1225,White
USR0025029,"106.769659, 10.819260",485 km,BIKE_07589,20.0,1072,Black
USR0038357,"105.719002, 21.134642",384 km,BIKE_34283,25.0,1171,Red
USR0198325,"105.716657, 21.060534",500 km,BIKE_25505,9.0,1063,Black
USR0050334,"106.661883, 10.840333",189 km,BIKE_37669,19.0,1072,Black
