trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
hanoi_9684066_trip_5,06:35:00,06:35:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_5,06:37:30,06:37:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_5,06:40:00,06:40:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_5,06:42:30,06:42:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_5,06:45:00,06:45:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_5,06:47:30,06:47:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_6,06:30:00,06:30:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_6,06:32:30,06:32:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_6,06:35:00,06:35:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_6,06:37:30,06:37:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_6,06:40:00,06:40:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_6,06:42:30,06:42:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_6,06:45:00,06:45:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_6,06:47:30,06:47:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_6,06:50:00,06:50:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_6,06:52:30,06:52:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_6,06:55:00,06:55:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_6,06:57:30,06:57:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_7,06:40:00,06:40:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_7,06:42:30,06:42:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_7,06:45:00,06:45:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_7,06:47:30,06:47:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_7,06:50:00,06:50:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_7,06:52:30,06:52:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_7,06:55:00,06:55:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_7,06:57:30,06:57:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_7,07:00:00,07:00:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_7,07:02:30,07:02:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_7,07:05:00,07:05:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_7,07:07:30,07:07:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_8,06:50:00,06:50:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_8,06:52:30,06:52:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_8,06:55:00,06:55:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_8,06:57:30,06:57:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_8,07:00:00,07:00:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_8,07:02:30,07:02:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_8,07:05:00,07:05:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_8,07:07:30,07:07:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_8,07:10:00,07:10:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_8,07:12:30,07:12:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_8,07:15:00,07:15:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_8,07:17:30,07:17:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_9,07:00:00,07:00:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_9,07:02:30,07:02:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_9,07:05:00,07:05:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_9,07:07:30,07:07:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_9,07:10:00,07:10:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_9,07:12:30,07:12:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_9,07:15:00,07:15:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_9,07:17:30,07:17:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_9,07:20:00,07:20:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_9,07:22:30,07:22:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_9,07:25:00,07:25:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_9,07:27:30,07:27:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_10,07:10:00,07:10:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_10,07:12:30,07:12:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_10,07:15:00,07:15:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_10,07:17:30,07:17:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_10,07:20:00,07:20:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_10,07:22:30,07:22:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_10,07:25:00,07:25:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_10,07:27:30,07:27:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_10,07:30:00,07:30:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_10,07:32:30,07:32:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_10,07:35:00,07:35:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_10,07:37:30,07:37:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_11,07:20:00,07:20:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_11,07:22:30,07:22:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_11,07:25:00,07:25:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_11,07:27:30,07:27:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_11,07:30:00,07:30:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_11,07:32:30,07:32:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_11,07:35:00,07:35:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_11,07:37:30,07:37:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_11,07:40:00,07:40:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_11,07:42:30,07:42:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_11,07:45:00,07:45:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_11,07:47:30,07:47:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_12,07:30:00,07:30:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_12,07:32:30,07:32:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_12,07:35:00,07:35:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_12,07:37:30,07:37:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_12,07:40:00,07:40:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_12,07:42:30,07:42:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_12,07:45:00,07:45:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_12,07:47:30,07:47:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_12,07:50:00,07:50:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_12,07:52:30,07:52:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_12,07:55:00,07:55:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_12,07:57:30,07:57:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_13,07:40:00,07:40:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_13,07:42:30,07:42:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_13,07:45:00,07:45:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_13,07:47:30,07:47:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_13,07:50:00,07:50:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_13,07:52:30,07:52:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_13,07:55:00,07:55:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_13,07:57:30,07:57:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_13,08:00:00,08:00:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_13,08:02:30,08:02:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_13,08:05:00,08:05:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_13,08:07:30,08:07:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_14,07:50:00,07:50:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_14,07:52:30,07:52:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_14,07:55:00,07:55:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_14,07:57:30,07:57:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_14,08:00:00,08:00:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_14,08:02:30,08:02:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_14,08:05:00,08:05:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_14,08:07:30,08:07:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_14,08:10:00,08:10:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_14,08:12:30,08:12:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_14,08:15:00,08:15:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_14,08:17:30,08:17:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_15,08:00:00,08:00:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_15,08:02:30,08:02:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_15,08:05:00,08:05:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_15,08:07:30,08:07:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_15,08:10:00,08:10:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_15,08:12:30,08:12:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_15,08:15:00,08:15:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_15,08:17:30,08:17:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_15,08:20:00,08:20:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_15,08:22:30,08:22:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_15,08:25:00,08:25:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_15,08:27:30,08:27:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_16,08:10:00,08:10:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_16,08:12:30,08:12:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_16,08:15:00,08:15:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_16,08:17:30,08:17:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_16,08:20:00,08:20:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_16,08:22:30,08:22:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_16,08:25:00,08:25:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_16,08:27:30,08:27:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_16,08:30:00,08:30:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_16,08:32:30,08:32:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_16,08:35:00,08:35:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_16,08:37:30,08:37:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_17,08:20:00,08:20:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_17,08:22:30,08:22:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_17,08:25:00,08:25:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_17,08:27:30,08:27:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_17,08:30:00,08:30:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_17,08:32:30,08:32:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_17,08:35:00,08:35:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_17,08:37:30,08:37:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_17,08:40:00,08:40:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_17,08:42:30,08:42:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_17,08:45:00,08:45:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_17,08:47:30,08:47:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_18,08:30:00,08:30:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_18,08:32:30,08:32:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_18,08:35:00,08:35:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_18,08:37:30,08:37:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_18,08:40:00,08:40:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_18,08:42:30,08:42:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_18,08:45:00,08:45:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_18,08:47:30,08:47:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_18,08:50:00,08:50:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_18,08:52:30,08:52:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_18,08:55:00,08:55:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_18,08:57:30,08:57:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_19,08:40:00,08:40:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_19,08:42:30,08:42:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_19,08:45:00,08:45:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_19,08:47:30,08:47:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_19,08:50:00,08:50:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_19,08:52:30,08:52:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_19,08:55:00,08:55:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_19,08:57:30,08:57:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_19,09:00:00,09:00:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_19,09:02:30,09:02:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_19,09:05:00,09:05:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_19,09:07:30,09:07:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_20,08:50:00,08:50:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_20,08:52:30,08:52:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_20,08:55:00,08:55:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_20,08:57:30,08:57:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_20,09:00:00,09:00:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_20,09:02:30,09:02:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_20,09:05:00,09:05:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_20,09:07:30,09:07:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_20,09:10:00,09:10:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_20,09:12:30,09:12:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_20,09:15:00,09:15:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_20,09:17:30,09:17:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_21,09:00:00,09:00:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_21,09:02:30,09:02:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_21,09:05:00,09:05:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_21,09:07:30,09:07:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_21,09:10:00,09:10:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_21,09:12:30,09:12:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_21,09:15:00,09:15:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_21,09:17:30,09:17:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_21,09:20:00,09:20:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_21,09:22:30,09:22:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_21,09:25:00,09:25:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_21,09:27:30,09:27:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_22,09:10:00,09:10:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_22,09:12:30,09:12:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_22,09:15:00,09:15:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_22,09:17:30,09:17:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_22,09:20:00,09:20:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_22,09:22:30,09:22:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_22,09:25:00,09:25:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_22,09:27:30,09:27:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_22,09:30:00,09:30:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_22,09:32:30,09:32:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_22,09:35:00,09:35:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_22,09:37:30,09:37:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_23,09:20:00,09:20:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_23,09:22:30,09:22:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_23,09:25:00,09:25:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_23,09:27:30,09:27:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_23,09:30:00,09:30:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_23,09:32:30,09:32:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_23,09:35:00,09:35:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_23,09:37:30,09:37:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_23,09:40:00,09:40:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_23,09:42:30,09:42:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_23,09:45:00,09:45:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_23,09:47:30,09:47:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_24,09:30:00,09:30:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_24,09:32:30,09:32:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_24,09:35:00,09:35:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_24,09:37:30,09:37:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_24,09:40:00,09:40:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_24,09:42:30,09:42:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_24,09:45:00,09:45:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_24,09:47:30,09:47:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_24,09:50:00,09:50:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_24,09:52:30,09:52:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_24,09:55:00,09:55:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_24,09:57:30,09:57:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_25,09:40:00,09:40:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_25,09:42:30,09:42:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_25,09:45:00,09:45:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_25,09:47:30,09:47:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_25,09:50:00,09:50:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_25,09:52:30,09:52:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_25,09:55:00,09:55:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_25,09:57:30,09:57:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_25,10:00:00,10:00:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_25,10:02:30,10:02:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_25,10:05:00,10:05:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_25,10:07:30,10:07:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_26,09:50:00,09:50:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_26,09:52:30,09:52:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_26,09:55:00,09:55:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_26,09:57:30,09:57:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_26,10:00:00,10:00:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_26,10:02:30,10:02:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_26,10:05:00,10:05:00,osm_node_6544472082,6,0,0
hanoi_9684066_trip_26,10:07:30,10:07:30,osm_node_6544472083,7,0,0
hanoi_9684066_trip_26,10:10:00,10:10:00,osm_node_6544472084,8,0,0
hanoi_9684066_trip_26,10:12:30,10:12:30,osm_node_6819506960,9,0,0
hanoi_9684066_trip_26,10:15:00,10:15:00,osm_node_6819506959,10,0,0
hanoi_9684066_trip_26,10:17:30,10:17:30,osm_node_5875623880,11,0,0
hanoi_9684066_trip_27,10:00:00,10:00:00,osm_node_6819506969,0,0,0
hanoi_9684066_trip_27,10:02:30,10:02:30,osm_node_6544472077,1,0,0
hanoi_9684066_trip_27,10:05:00,10:05:00,osm_node_6544472078,2,0,0
hanoi_9684066_trip_27,10:07:30,10:07:30,osm_node_6544472079,3,0,0
hanoi_9684066_trip_27,10:10:00,10:10:00,osm_node_6819506966,4,0,0
hanoi_9684066_trip_27,10:12:30,10:12:30,osm_node_6819506965,5,0,0
hanoi_9684066_trip_27,10:15:00,10:15:00,osm_node_6544472082,6,0,0
