route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
hanoi_60B,service_daily,trip_hanoi_60B_0_27,Đại học Tài chính - Ngân hàng Hà Nội (CS1) - Bến xe Nước Ngầm,0,shape_hanoi_60B_out
hanoi_07,service_daily,trip_hanoi_07_0_28,Cầu Giấy - Sân bay Nội Bài (điểm đỗ T1),0,shape_hanoi_07_out
hanoi_07,service_daily,trip_hanoi_07_0_29,Sân bay Nội Bài (điểm đỗ T1) - Cầu Giấy,0,shape_hanoi_07_out
hanoi_01,service_daily,trip_hanoi_01_0_30,Bến xe Gia Lâm - Bến xe Yên Nghĩa,0,shape_hanoi_01_out
hanoi_24,service_daily,trip_hanoi_24_0_31,Long Biên - Ngã Tư Sở - Cầu Giấy,0,shape_hanoi_24_out
hanoi_24,service_daily,trip_hanoi_24_0_32,Cầu Giấy - Ngã Tư Sở - Long Biên,0,shape_hanoi_24_out
hanoi_01,service_daily,trip_hanoi_01_0_33,Bến xe Yên Nghĩa - Bến xe Gia Lâm,0,shape_hanoi_01_out
hanoi_02,service_daily,trip_hanoi_02_0_34,Bác Cổ - Bến xe Yên Nghĩa,0,shape_hanoi_02_out
hanoi_02,service_daily,trip_hanoi_02_0_35,Bến xe Yên Nghĩa - Bác Cổ,0,shape_hanoi_02_out
hanoi_104,service_daily,trip_hanoi_104_0_36,Bến xe Nước Ngầm - Mỹ Đình,0,shape_hanoi_104_out
hanoi_104,service_daily,trip_hanoi_104_0_37,Mỹ Đình - Bến xe Nước Ngầm,0,shape_hanoi_104_out
hanoi_106,service_daily,trip_hanoi_106_0_38,Khu đô thị Mỗ Lao - Trung tâm thương mại AEON Mall Long Biên,0,shape_hanoi_106_out
hanoi_106,service_daily,trip_hanoi_106_0_39,Trung tâm thương mại AEON Mall Long Biên - Khu đô thị Mỗ Lao,0,shape_hanoi_106_out
hanoi_60A,service_daily,trip_hanoi_60A_0_40,"KĐT Pháp Vân, Tứ Hiệp - Công Viên Nước Hồ Tây",0,shape_hanoi_60A_out
hanoi_60A,service_daily,trip_hanoi_60A_0_41,"Công Viên Nước Hồ Tây - KĐT Pháp Vân, Tứ Hiệp",0,shape_hanoi_60A_out
hanoi_12,service_daily,trip_hanoi_12_0_42,Công viên Nghĩa Đô - Khánh Hà (Thường Tín),0,shape_hanoi_12_out
hanoi_12,service_daily,trip_hanoi_12_0_43,Khánh Hà (Thường Tín) - Công viên Nghĩa Đô,0,shape_hanoi_12_out
hanoi_97,service_daily,trip_hanoi_97_0_44,Hoài Đức - Công viên Nghĩa Đô,0,shape_hanoi_97_out
hanoi_97,service_daily,trip_hanoi_97_0_45,Công viên Nghĩa Đô - Hoài Đức,0,shape_hanoi_97_out
hanoi_09B,service_daily,trip_hanoi_09B_0_46,Trần Khánh Dư - Công viên Thống Nhất - Bến xe Mỹ Đình,0,shape_hanoi_09B_out
hanoi_03A,service_daily,trip_hanoi_03A_0_47,Bến xe Giáp Bát - Bến xe Gia Lâm,0,shape_hanoi_03A_out
hanoi_03A,service_daily,trip_hanoi_03A_0_48,Bến xe Gia Lâm - Bến xe Giáp Bát,0,shape_hanoi_03A_out
hanoi_03B,service_daily,trip_hanoi_03B_0_49,Bến xe Nước Ngầm - Giang Biên (Long Biên),0,shape_hanoi_03B_out
hanoi_03B,service_daily,trip_hanoi_03B_0_50,Giang Biên (Long Biên) - Bến xe Nước Ngầm,0,shape_hanoi_03B_out
hanoi_09B,service_daily,trip_hanoi_09B_0_51,Bến xe Mỹ Đình - Công viên Thống Nhất - Trần Khánh Dư,0,shape_hanoi_09B_out
hanoi_161,service_daily,trip_hanoi_161_0_52,Cầu Giấy - Tam Hiệp,0,shape_hanoi_161_out
hanoi_161,service_daily,trip_hanoi_161_0_53,Tam Hiệp - Cầu Giấy,0,shape_hanoi_161_out
hanoi_27,service_daily,trip_hanoi_27_0_54,Bến xe Yên Nghĩa - Bến xe Nam Thăng Long,0,shape_hanoi_27_out
hanoi_47A,service_daily,trip_hanoi_47A_0_55,Long Biên - Bát Tràng,0,shape_hanoi_47A_out
hanoi_47A,service_daily,trip_hanoi_47A_0_56,Bát Tràng - Long Biên,0,shape_hanoi_47A_out
hanoi_25,service_daily,trip_hanoi_25_0_57,Bệnh viện Nhiệt đới Trung ương cơ sở 2 - Bến xe Giáp Bát,0,shape_hanoi_25_out
hanoi_25,service_daily,trip_hanoi_25_0_58,Bến xe Giáp Bát - Bệnh viện Nhiệt đới Trung ương cơ sở 2,0,shape_hanoi_25_out
hanoi_27,service_daily,trip_hanoi_27_0_59,Bến xe Nam Thăng Long - Bến xe Yên Nghĩa,0,shape_hanoi_27_out
hanoi_29,service_daily,trip_hanoi_29_0_60,Bến xe Giáp Bát - Tân Lập,0,shape_hanoi_29_out
hanoi_50,service_daily,trip_hanoi_50_0_61,Long Biên - Khu đô thị An Lạc (Hoài Đức),0,shape_hanoi_50_out
hanoi_50,service_daily,trip_hanoi_50_0_62,Khu đô thị An Lạc (Hoài Đức) - Long Biên,0,shape_hanoi_50_out
hanoi_29,service_daily,trip_hanoi_29_0_63,Tân Lập - Bến xe Giáp Bát,0,shape_hanoi_29_out
hanoi_47B,service_daily,trip_hanoi_47B_0_64,Đại học Kinh tế Quốc dân - Kiêu Kỵ,0,shape_hanoi_47B_out
hanoi_47B,service_daily,trip_hanoi_47B_0_65,Kiêu Kỵ - Đại học Kinh tế Quốc dân,0,shape_hanoi_47B_out
hanoi_49,service_daily,trip_hanoi_49_0_66,Trần Khánh Dư - Nhổn,0,shape_hanoi_49_out
hanoi_49,service_daily,trip_hanoi_49_0_67,Nhổn - Trần Khánh Dư,0,shape_hanoi_49_out
hanoi_100,service_daily,trip_hanoi_100_0_68,Long Biên - Đặng Xá (Gia Lâm),0,shape_hanoi_100_out
hanoi_100,service_daily,trip_hanoi_100_0_69,Đặng Xá (Gia Lâm) - Long Biên,0,shape_hanoi_100_out
hanoi_86,service_daily,trip_hanoi_86_0_70,Ga Hà Nội - Sân bay Nội Bài,0,shape_hanoi_86_out
hanoi_86,service_daily,trip_hanoi_86_0_71,Sân bay Nội Bài - Ga Hà Nội,0,shape_hanoi_86_out
hanoi_08A,service_daily,trip_hanoi_08A_0_72,Long Biên - Đông Mỹ,0,shape_hanoi_08A_out
hanoi_68,service_daily,trip_hanoi_68_0_73,Hà Đông (Bến xe Yên Nghĩa)  - Sân bay Nội Bài,0,shape_hanoi_68_out
hanoi_68,service_daily,trip_hanoi_68_0_74,Sân bay Nội Bài - Hà Đông (Bến xe Yên Nghĩa),0,shape_hanoi_68_out
hanoi_08A,service_daily,trip_hanoi_08A_0_75,Đông Mỹ - Long Biên,0,shape_hanoi_08A_out
hanoi_08B,service_daily,trip_hanoi_08B_0_76,Long Biên - Vạn Phúc,0,shape_hanoi_08B_out
hanoi_122,service_daily,trip_hanoi_122_0_77,Bến xe Gia Lâm - Khu công nghiệp Bắc Thăng Long,0,shape_hanoi_122_out
hanoi_122,service_daily,trip_hanoi_122_0_78,Khu công nghiệp Bắc Thăng Long - Bến xe Gia Lâm,0,shape_hanoi_122_out
hanoi_109,service_daily,trip_hanoi_109_0_79,Mỹ Đình - Nội Bài,0,shape_hanoi_109_out
hanoi_109,service_daily,trip_hanoi_109_0_80,Nội Bài - Mỹ Đình,0,shape_hanoi_109_out
hanoi_08B,service_daily,trip_hanoi_08B_0_81,Vạn Phúc - Long Biên,0,shape_hanoi_08B_out
hanoi_13,service_daily,trip_hanoi_13_0_82,Công viên Nước Hồ Tây - Cổ Nhuế (Học viện Cảnh sát),0,shape_hanoi_13_out
hanoi_90,service_daily,trip_hanoi_90_0_83,Hào Nam - Cầu Nhật Tân - Sân bay Nội Bài,0,shape_hanoi_90_out
hanoi_90,service_daily,trip_hanoi_90_0_84,Sân bay Nội Bài - Cầu Nhật Tân - Hào Nam,0,shape_hanoi_90_out
hanoi_21A,service_daily,trip_hanoi_21A_0_85,Bến xe Giáp Bát - Bến xe Yên Nghĩa,0,shape_hanoi_21A_out
hanoi_21A,service_daily,trip_hanoi_21A_0_86,Bến xe Yên Nghĩa - Bến xe Giáp Bát,0,shape_hanoi_21A_out
hanoi_21B,service_daily,trip_hanoi_21B_0_87,Duyên Thái - Bến xe Mỹ Đình,0,shape_hanoi_21B_out
hanoi_21B,service_daily,trip_hanoi_21B_0_88,Bến xe Mỹ Đình - Duyên Thái,0,shape_hanoi_21B_out
hanoi_22A,service_daily,trip_hanoi_22A_0_89,Bến xe Gia Lâm - Khu đô thị Kiến Hưng,0,shape_hanoi_22A_out
hanoi_22A,service_daily,trip_hanoi_22A_0_90,Khu đô thị Kiến Hưng - Bến xe Gia Lâm,0,shape_hanoi_22A_out
hanoi_22B,service_daily,trip_hanoi_22B_0_91,Bến xe Giáp Bát - Đô Nghĩa (Hà Đông),0,shape_hanoi_22B_out
hanoi_22B,service_daily,trip_hanoi_22B_0_92,Đô Nghĩa (Hà Đông) - Bến xe Giáp Bát,0,shape_hanoi_22B_out
hanoi_88,service_daily,trip_hanoi_88_0_93,Bến xe Mỹ Đình - Hòa Lạc - Xuân Mai,0,shape_hanoi_88_out
hanoi_88,service_daily,trip_hanoi_88_0_94,Xuân Mai - Hòa Lạc - Bến xe Mỹ Đình,0,shape_hanoi_88_out
hanoi_72,service_daily,trip_hanoi_72_0_95,Bến xe Yên Nghĩa - Xuân Mai,0,shape_hanoi_72_out
hanoi_72,service_daily,trip_hanoi_72_0_96,Xuân Mai - Bến xe Yên Nghĩa,0,shape_hanoi_72_out
hanoi_28,service_daily,trip_hanoi_28_0_97,Bến xe Nước Ngầm - Đông Ngạc - Đại học Mỏ,0,shape_hanoi_28_out
hanoi_28,service_daily,trip_hanoi_28_0_98,Đại học Mỏ - Đông Ngạc - Bến xe Nước Ngầm,0,shape_hanoi_28_out
hanoi_163,service_daily,trip_hanoi_163_0_99,Bến xe Yên Nghĩa - Nhổn,0,shape_hanoi_163_out
hanoi_163,service_daily,trip_hanoi_163_0_100,Nhổn - Bến xe Yên Nghĩa,0,shape_hanoi_163_out
hanoi_20A,service_daily,trip_hanoi_20A_0_101,Nhổn - Quốc lộ 32 - Bến xe Sơn Tây,0,shape_hanoi_20A_out
hanoi_20A,service_daily,trip_hanoi_20A_0_102,Bến xe Sơn Tây - Quốc lộ 32 - Nhổn,0,shape_hanoi_20A_out
hanoi_52,service_daily,trip_hanoi_52_0_103,Công viên Thống Nhất - Lệ Chi (Gia Lâm),0,shape_hanoi_52_out
hanoi_69,service_daily,trip_hanoi_69_0_104,Long Biên - Dương Quang (Gia Lâm),0,shape_hanoi_69_out
hanoi_69,service_daily,trip_hanoi_69_0_105,Dương Quang (Gia Lâm) - Long Biên,0,shape_hanoi_69_out
hanoi_20B,service_daily,trip_hanoi_20B_0_106,Nhổn - Bến xe Sơn Tây,0,shape_hanoi_20B_out
hanoi_20B,service_daily,trip_hanoi_20B_0_107,Bến xe Sơn Tây - Nhổn,0,shape_hanoi_20B_out
hanoi_98,service_daily,trip_hanoi_98_0_108,Yên Phụ - Gia Thụy - AEON Mall Long Biên,0,shape_hanoi_98_out
hanoi_98,service_daily,trip_hanoi_98_0_109,AEON Mall Long Biên - Gia Thụy - Yên Phụ,0,shape_hanoi_98_out
hanoi_89,service_daily,trip_hanoi_89_0_110,Bến xe Yên Nghĩa - Bến xe Sơn Tây,0,shape_hanoi_89_out
hanoi_89,service_daily,trip_hanoi_89_0_111,Bến xe Sơn Tây - Bến xe Yên Nghĩa,0,shape_hanoi_89_out
hanoi_105,service_daily,trip_hanoi_105_0_112,Đô Nghĩa - Cầu Giấy,0,shape_hanoi_105_out
hanoi_115,service_daily,trip_hanoi_115_0_113,Vân Đình - Đại học Lâm nghiệp,0,shape_hanoi_115_out
hanoi_115,service_daily,trip_hanoi_115_0_114,Đại học Lâm nghiệp - Vân Đình,0,shape_hanoi_115_out
hanoi_114,service_daily,trip_hanoi_114_0_115,Bến xe Yên Nghĩa - Miếu Môn,0,shape_hanoi_114_out
hanoi_114,service_daily,trip_hanoi_114_0_116,Miếu Môn - Bến xe Yên Nghĩa,0,shape_hanoi_114_out
hanoi_35B,service_daily,trip_hanoi_35B_0_117,Nam Thăng Long - Thanh Lâm,0,shape_hanoi_35B_out
hanoi_35B,service_daily,trip_hanoi_35B_0_118,Thanh Lâm - Nam Thăng Long,0,shape_hanoi_35B_out
hanoi_91,service_daily,trip_hanoi_91_0_119,Bến xe Yên Nghĩa - Kim Bài - Phú Túc,0,shape_hanoi_91_out
hanoi_91,service_daily,trip_hanoi_91_0_120,Phú Túc - Kim Bài - Bến xe Yên Nghĩa,0,shape_hanoi_91_out
hanoi_105,service_daily,trip_hanoi_105_0_121,Cầu Giấy - Đô Nghĩa,0,shape_hanoi_105_out
hanoi_112,service_daily,trip_hanoi_112_0_122,Nam Thăng Long - Thạch Đà (Mê Linh),0,shape_hanoi_112_out
hanoi_112,service_daily,trip_hanoi_112_0_123,Thạch Đà (Mê Linh) - Nam Thăng Long,0,shape_hanoi_112_out
hanoi_119,service_daily,trip_hanoi_119_0_124,Hòa Lạc - Bất Bạt (Ba Vì),0,shape_hanoi_119_out
hanoi_119,service_daily,trip_hanoi_119_0_125,Bất Bạt (Ba Vì) - Hòa Lạc,0,shape_hanoi_119_out
hanoi_107,service_daily,trip_hanoi_107_0_126,Kim Mã - Làng văn hóa du lịch các dân tộc Việt Nam,0,shape_hanoi_107_out
hanoi_107,service_daily,trip_hanoi_107_0_127,Làng văn hóa du lịch các dân tộc Việt Nam - Kim Mã,0,shape_hanoi_107_out
hanoi_66,service_daily,trip_hanoi_66_0_128,Bến xe Yên Nghĩa - Đan Phượng,0,shape_hanoi_66_out
hanoi_66,service_daily,trip_hanoi_66_0_129,Đan Phượng - Bến xe Yên Nghĩa,0,shape_hanoi_66_out
hanoi_92,service_daily,trip_hanoi_92_0_130,Nhổn - Phú Sơn (Ba Vì),0,shape_hanoi_92_out
hanoi_92,service_daily,trip_hanoi_92_0_131,Phú Sơn (Ba Vì) - Nhổn,0,shape_hanoi_92_out
hanoi_103A,service_daily,trip_hanoi_103A_0_132,Bến xe Mỹ Đình - Hương Sơn,0,shape_hanoi_103A_out
hanoi_103A,service_daily,trip_hanoi_103A_0_133,Hương Sơn - Bến xe Mỹ Đình,0,shape_hanoi_103A_out
hanoi_06A,service_daily,trip_hanoi_06A_0_134,Bến xe Giáp Bát - Cầu Giẽ,0,shape_hanoi_06A_out
hanoi_06A,service_daily,trip_hanoi_06A_0_135,Cầu Giẽ - Bến xe Giáp Bát,0,shape_hanoi_06A_out
hanoi_56A,service_daily,trip_hanoi_56A_0_136,Mỹ Đình - Núi Đôi,0,shape_hanoi_56A_out
hanoi_56A,service_daily,trip_hanoi_56A_0_137,Núi Đôi - Mỹ Đình,0,shape_hanoi_56A_out
hanoi_74,service_daily,trip_hanoi_74_0_138,Bến xe Mỹ Đình - Xuân Khanh,0,shape_hanoi_74_out
hanoi_74,service_daily,trip_hanoi_74_0_139,Xuân Khanh - Bến xe Mỹ Đình,0,shape_hanoi_74_out
hanoi_56B,service_daily,trip_hanoi_56B_0_140,Học viện Phật giáo Việt Nam - Xuân Giang - Bắc Phú - Học viện Phật giáo Việt Nam,0,shape_hanoi_56B_out
hanoi_56B,service_daily,trip_hanoi_56B_0_141,Học viện Phật giáo Việt Nam - Bắc Phú - Xuân Giang - Học viện Phật giáo Việt Nam,0,shape_hanoi_56B_out
hanoi_06B,service_daily,trip_hanoi_06B_0_142,Bến xe Giáp Bát - Hồng Vân,0,shape_hanoi_06B_out
hanoi_06B,service_daily,trip_hanoi_06B_0_143,Hồng Vân - Bến xe Giáp Bát,0,shape_hanoi_06B_out
hanoi_06C,service_daily,trip_hanoi_06C_0_144,Bến xe Giáp Bát - Phú Minh,0,shape_hanoi_06C_out
hanoi_06C,service_daily,trip_hanoi_06C_0_145,Phú Minh - Bến xe Giáp Bát,0,shape_hanoi_06C_out
hanoi_06D,service_daily,trip_hanoi_06D_0_146,Bến xe Giáp Bát - Tân Dân,0,shape_hanoi_06D_out
hanoi_06D,service_daily,trip_hanoi_06D_0_147,Tân Dân - Bến xe Giáp Bát,0,shape_hanoi_06D_out
hanoi_06E,service_daily,trip_hanoi_06E_0_148,Bến xe Giáp Bát - Phú Túc,0,shape_hanoi_06E_out
hanoi_06E,service_daily,trip_hanoi_06E_0_149,Phú Túc - Bến xe Giáp Bát,0,shape_hanoi_06E_out
hanoi_E03,service_daily,trip_hanoi_E03_0_150,Mỹ Đình (Hàm Nghi) - Khu đô thị Ocean Park,0,shape_hanoi_E03_out
hanoi_E03,service_daily,trip_hanoi_E03_0_151,Khu đô thị Ocean Park - Mỹ Đình (Hàm Nghi),0,shape_hanoi_E03_out
hanoi_102,service_daily,trip_hanoi_102_0_152,Bến xe Yên Nghĩa - Vân Đình,0,shape_hanoi_102_out
hanoi_102,service_daily,trip_hanoi_102_0_153,Vân Đình - Bến xe Yên Nghĩa,0,shape_hanoi_102_out
hanoi_E05,service_daily,trip_hanoi_E05_0_154,Long Biên - Cầu Giấy - Khu đô thị Smart City,0,shape_hanoi_E05_out
hanoi_E05,service_daily,trip_hanoi_E05_0_155,Khu đô thị Smart City - Cầu Giấy - Long Biên,0,shape_hanoi_E05_out
hanoi_84,service_daily,trip_hanoi_84_0_156,Cầu Diễn - Khu đô thị Linh Đàm,0,shape_hanoi_84_out
hanoi_84,service_daily,trip_hanoi_84_0_157,Khu đô thị Linh Đàm - Cầu Diễn,0,shape_hanoi_84_out
hanoi_E01,service_daily,trip_hanoi_E01_0_158,Bến xe Mỹ Đình - Khu đô thị Ocean Park,0,shape_hanoi_E01_out
hanoi_E01,service_daily,trip_hanoi_E01_0_159,Khu đô thị Ocean Park - Bến xe Mỹ Đình,0,shape_hanoi_E01_out
hanoi_E02,service_daily,trip_hanoi_E02_0_160,Hào Nam - Khu đô thị Ocean Park,0,shape_hanoi_E02_out
hanoi_E02,service_daily,trip_hanoi_E02_0_161,Khu đô thị Ocean Park - Hào Nam,0,shape_hanoi_E02_out
hanoi_E06,service_daily,trip_hanoi_E06_0_162,Bến xe Giáp Bát - Khu đô thị Smart City,0,shape_hanoi_E06_out
hanoi_E06,service_daily,trip_hanoi_E06_0_163,Khu đô thị Smart City - Bến xe Giáp Bát,0,shape_hanoi_E06_out
hanoi_E07,service_daily,trip_hanoi_E07_0_164,Long Biên - Bờ Hồ - Khu đô thị Smart City,0,shape_hanoi_E07_out
hanoi_E07,service_daily,trip_hanoi_E07_0_165,Khu đô thị Smart City - Bờ Hồ - Long Biên,0,shape_hanoi_E07_out
hanoi_E08,service_daily,trip_hanoi_E08_0_166,Nam Thăng Long - Khu đô thị Times City,0,shape_hanoi_E08_out
hanoi_E08,service_daily,trip_hanoi_E08_0_167,Khu đô thị Times City - Nam Thăng Long,0,shape_hanoi_E08_out
hanoi_E09,service_daily,trip_hanoi_E09_0_168,Khu đô thị Smart City - Khu liên cơ quan sở ngành Hà Nội,0,shape_hanoi_E09_out
hanoi_E09,service_daily,trip_hanoi_E09_0_169,Khu liên cơ quan sở ngành Hà Nội - Khu đô thị Smart City,0,shape_hanoi_E09_out
hanoi_146,service_daily,trip_hanoi_146_0_170,Hào Nam - Phù Đổng,0,shape_hanoi_146_out
hanoi_143,service_daily,trip_hanoi_143_0_171,Hào Nam - Thị trấn Đông Anh,0,shape_hanoi_143_out
hanoi_37,service_daily,trip_hanoi_37_0_172,Bến xe Giáp Bát - Chương Mỹ,0,shape_hanoi_37_out
hanoi_37,service_daily,trip_hanoi_37_0_173,Chương Mỹ - Bến xe Giáp Bát,0,shape_hanoi_37_out
hanoi_E04,service_daily,trip_hanoi_E04_0_174,Khu đô thị Smart City - Vincom Long Biên,0,shape_hanoi_E04_out
hanoi_E04,service_daily,trip_hanoi_E04_0_175,Vincom Long Biên - Khu đô thị Smart City,0,shape_hanoi_E04_out
hanoi_19,service_daily,trip_hanoi_19_0_176,Trần Khánh Dư - Học viện chính sách và phát triển,0,shape_hanoi_19_out
hanoi_19,service_daily,trip_hanoi_19_0_177,Học viện chính sách và phát triển - Trần Khánh Dư,0,shape_hanoi_19_out
hanoi_41,service_daily,trip_hanoi_41_0_178,Bến Xe Giáp Bát - Nam Thăng Long,0,shape_hanoi_41_out
hanoi_41,service_daily,trip_hanoi_41_0_179,Nam Thăng Long - Bến Xe Giáp Bát,0,shape_hanoi_41_out
hanoi_32,service_daily,trip_hanoi_32_0_180,Bến xe Giáp Bát - Nhổn,0,shape_hanoi_32_out
hanoi_32,service_daily,trip_hanoi_32_0_181,Nhổn - Bến xe Giáp Bát,0,shape_hanoi_32_out
hanoi_162,service_daily,trip_hanoi_162_0_182,Nhổn - Thọ An (Đan Phượng),0,shape_hanoi_162_out
hanoi_162,service_daily,trip_hanoi_162_0_183,Thọ An (Đan Phượng) - Nhổn,0,shape_hanoi_162_out
hanoi_160,service_daily,trip_hanoi_160_0_184,Kim Lũ (Sóc Sơn) - Nam Thăng Long,0,shape_hanoi_160_out
hanoi_160,service_daily,trip_hanoi_160_0_185,Nam Thăng Long - Kim Lũ (Sóc Sơn),0,shape_hanoi_160_out
hanoi_158,service_daily,trip_hanoi_158_0_186,Bến xe Yên Nghĩa - Khu đô thị Đặng Xá (Gia Lâm),0,shape_hanoi_158_out
hanoi_158,service_daily,trip_hanoi_158_0_187,Khu đô thị Đặng Xá (Gia Lâm) - Bến xe Yên Nghĩa,0,shape_hanoi_158_out
hanoi_103B,service_daily,trip_hanoi_103B_0_188,Bến xe Mỹ Đình - Hồng Quang - Hương Sơn,0,shape_hanoi_103B_out
hanoi_59,service_daily,trip_hanoi_59_0_189,Thư Lâm - Yên Sở,0,shape_hanoi_59_out
hanoi_110,service_daily,trip_hanoi_110_0_190,Bến xe Sơn Tây - Minh Quang (Ba Vì),0,shape_hanoi_110_out
hanoi_110,service_daily,trip_hanoi_110_0_191,Minh Quang (Ba Vì) - Bến xe Sơn Tây,0,shape_hanoi_110_out
hanoi_36,service_daily,trip_hanoi_36_0_192,Yên Xá - Long Biên,0,shape_hanoi_36_out
hanoi_36,service_daily,trip_hanoi_36_0_193,Long Biên - Yên Xá,0,shape_hanoi_36_out
hanoi_13,service_daily,trip_hanoi_13_0_194,Cổ Nhuế (Học viện Cảnh sát) - Công viên nước Hồ Tây,0,shape_hanoi_13_out
hanoi_15,service_daily,trip_hanoi_15_0_195,Bến xe Gia Lâm - Phố Nỉ,0,shape_hanoi_15_out
hanoi_15,service_daily,trip_hanoi_15_0_196,Phố Nỉ - Bến xe Gia Lâm,0,shape_hanoi_15_out
hanoi_17,service_daily,trip_hanoi_17_0_197,Long Biên - Nội Bài,0,shape_hanoi_17_out
hanoi_17,service_daily,trip_hanoi_17_0_198,Nội Bài - Long Biên,0,shape_hanoi_17_out
hanoi_23,service_daily,trip_hanoi_23_0_199,Nguyễn Công Trứ - Nguyễn Công Trứ (Chiều về),0,shape_hanoi_23_out
hanoi_30,service_daily,trip_hanoi_30_0_200,Khu đô thị Gamuda - Bến xe Mỹ Đình,0,shape_hanoi_30_out
hanoi_30,service_daily,trip_hanoi_30_0_201,Bến xe Mỹ Đình - Khu đô thị Gamuda,0,shape_hanoi_30_out
hanoi_33,service_daily,trip_hanoi_33_0_202,Cụm Công nghiệp Thanh Oai - Xuân Đỉnh,0,shape_hanoi_33_out
hanoi_33,service_daily,trip_hanoi_33_0_203,Xuân Đỉnh - Cụm công nghiệp Thanh Oai,0,shape_hanoi_33_out
hanoi_34,service_daily,trip_hanoi_34_0_204,Bến xe Mỹ Đình - Bến xe Gia Lâm,0,shape_hanoi_34_out
hanoi_34,service_daily,trip_hanoi_34_0_205,Bến xe Gia Lâm - Bến xe Mỹ Đình,0,shape_hanoi_34_out
hanoi_35A,service_daily,trip_hanoi_35A_0_206,Trần Khánh Dư - Nam Thăng Long,0,shape_hanoi_35A_out
hanoi_35A,service_daily,trip_hanoi_35A_0_207,Nam Thăng Long - Trần Khánh Dư,0,shape_hanoi_35A_out
hanoi_38,service_daily,trip_hanoi_38_0_208,Tân Xuân - Mai Động,0,shape_hanoi_38_out
